"Id","Feature1","Feature2","Feature3","Feature4","Length","YearConstruction","YearLastFailureObserved"
13888,"P","U",-0.43435618499373,"C",0.5439,1993,NA
13889,"P","U",-0.43435618499373,"C",0.2448,1993,NA
13890,"P","U",-0.43435618499373,"C",0.365,1993,NA
13891,"P","U",-0.43435618499373,"C",0.5914,1993,NA
13892,"P","U",-0.43435618499373,"C",0.3948,1993,NA
13893,"P","U",-0.43435618499373,"C",0.564,1993,NA
13894,"P","U",-0.43435618499373,"C",0.3736,1993,NA
13895,"P","U",-0.43435618499373,"C",36.2761,1996,NA
13896,"P","U",-0.509194704068884,"C",3.39,1996,NA
13897,"P","U",-0.509194704068884,"C",0.4721,1996,NA
13898,"P","U",1.06241419650935,"D",41.6017,1996,NA
13899,"P","U",-0.43435618499373,"C",0.4483,1996,NA
13900,"P","U",-0.322098406380999,"D",37.824,1996,NA
13901,"P","U",-0.322098406380999,"C",43.9938,1996,NA
13902,"P","U",0.688221601133578,"D",57.5099,1996,NA
13903,"P","U",-0.509194704068884,"C",54.1321,1996,NA
13904,"P","U",0.688221601133578,"D",7.8499,1996,NA
13905,"P","U",-0.322098406380999,"C",0.2348,1996,NA
13906,"P","U",0.688221601133578,"D",41.2425,1996,NA
13907,"P","U",-0.322098406380999,"C",4.7475,1996,NA
13908,"P","U",0.688221601133578,"D",8.6857,1996,NA
13909,"P","U",0.688221601133578,"D",58.0534,1996,NA
13910,"P","U",-0.322098406380999,"D",36.2993,1996,NA
13911,"P","U",-0.43435618499373,"C",26.1682,1996,NA
13912,"P","U",-0.43435618499373,"C",80.4296,1996,NA
13913,"P","U",-0.322098406380999,"C",0.7786,1996,NA
13914,"P","U",1.06241419650935,"D",32.0472,1996,NA
13915,"P","U",-0.509194704068884,"C",19.684,1996,NA
13916,"P","U",-0.0601635896179607,"D",2.0397,1996,NA
13917,"P","U",-0.43435618499373,"C",24.5509,1996,NA
13918,"P","U",-0.322098406380999,"C",84.9772,1996,NA
13919,"P","U",-0.322098406380999,"C",36.7014,1996,NA
13920,"P","U",-0.43435618499373,"C",48.9234,1996,NA
13921,"T","IAB",-0.43435618499373,"C",0.1379,1996,NA
13922,"T","IAB",-0.43435618499373,"C",12.8125,2007,NA
13923,"P","U",-0.509194704068884,"C",53.0393,1996,NA
13924,"T","IAB",-0.509194704068884,"C",0.9998,1996,NA
13925,"T","U",-0.43435618499373,"C",98.7732,1974,2001
13926,"T","IAB",-0.209840627768268,"C",1.499,1982,NA
13927,"T","U",-0.569065519329007,"C",47.3597,1988,NA
13928,"T","IAB",-0.209840627768268,"C",59.444,1983,NA
13929,"T","IAB",-0.0601635896179607,"C",14.9906,1983,NA
13930,"P","U",-0.209840627768268,"D",6.0637,1996,NA
13931,"P","U",-0.43435618499373,"C",24.4227,1996,NA
13932,"P","U",-0.0601635896179607,"D",42.8157,1996,NA
13933,"P","U",-0.509194704068884,"C",23.7013,1996,NA
13934,"P","U",0.314029005757808,"D",2.3857,1996,NA
13935,"P","U",-0.43435618499373,"C",14.5818,1996,NA
13936,"P","U",0.314029005757808,"D",35.8329,1996,NA
13937,"P","U",-0.43435618499373,"C",9.7805,1996,NA
13938,"P","U",-0.43435618499373,"C",22.8061,1996,NA
13939,"P","U",-0.0601635896179607,"C",67.6774,1996,NA
13940,"P","U",-0.0601635896179607,"D",50.5372,1996,2002
13941,"P","U",-0.43435618499373,"C",24.838,1996,NA
13942,"P","U",-0.209840627768268,"D",56.1295,1996,NA
13943,"P","U",-0.43435618499373,"C",22.1767,1996,NA
13944,"P","U",-0.209840627768268,"D",14.585,1996,NA
13945,"P","U",-0.509194704068884,"C",33.1987,1996,NA
13946,"P","U",-0.209840627768268,"D",32.6357,1996,NA
13947,"P","U",-0.322098406380999,"C",42.309,1996,NA
13948,"P","U",-0.43435618499373,"C",30.7798,1996,NA
13949,"P","U",-0.43435618499373,"D",4.1342,1996,NA
13950,"T","IAB",-0.43435618499373,"D",1.1555,1996,NA
13951,"T","IAB",-0.509194704068884,"C",0.3039,1996,NA
13952,"T","IAB",-0.43435618499373,"C",9.1771,1974,NA
13953,"T","U",-0.43435618499373,"C",40.8885,1981,NA
13954,"T","IAB",-0.43435618499373,"D",12.1303,1981,NA
13955,"T","U",-0.209840627768268,"D",61.5665,1981,NA
13956,"T","U",-0.209840627768268,"D",28.2134,1981,2001
13957,"T","U",-0.43435618499373,"C",15.0259,1981,NA
13958,"T","IAB",-0.43435618499373,"D",3.1425,1981,NA
13959,"T","IAB",-0.43435618499373,"D",3.9969,1981,NA
13960,"T","IAB",-0.209840627768268,"D",0.8957,1981,NA
13961,"T","IAB",-0.322098406380999,"C",0.3337,1981,NA
13962,"T","U",-0.43435618499373,"D",0.98,1981,NA
13963,"T","IAB",-0.43435618499373,"C",0.7535,1981,NA
13964,"T","IAB",-0.209840627768268,"D",9.0207,1981,NA
13965,"T","IAB",-0.322098406380999,"D",12.5762,1981,NA
13966,"T","U",-0.322098406380999,"D",31.3387,1981,NA
13967,"T","U",-0.43435618499373,"C",19.9854,1981,NA
13968,"T","IAB",-0.43435618499373,"C",0.8652,1981,NA
13969,"T","U",-0.43435618499373,"C",20.4955,1981,NA
13970,"P","U",-0.569065519329007,"C",35.1465,1996,NA
13971,"T","U",1.43660679188512,"D",0.5425,1981,NA
13972,"T","U",1.43660679188512,"D",70.8163,1981,NA
13973,"T","U",1.06241419650935,"D",1.3934,1981,NA
13974,"T","U",1.06241419650935,"D",0.6354,1981,NA
13975,"T","U",0.314029005757808,"D",1.3027,1981,NA
13976,"T","U",1.06241419650935,"D",0.3068,1981,NA
13977,"T","U",1.06241419650935,"D",106.745,1981,NA
13978,"T","U",0.688221601133578,"D",1.255,1981,NA
13979,"T","U",0.688221601133578,"D",107.9254,1981,NA
13980,"T","U",0.314029005757808,"D",1.4242,2005,NA
13981,"T","IAB",-0.209840627768268,"D",15.7691,1981,NA
13982,"T","IAB",-0.209840627768268,"C",0.4924,1981,NA
13983,"T","U",0.688221601133578,"D",128.6999,1981,NA
13984,"T","U",-0.43435618499373,"C",84.3219,1981,NA
13985,"T","IAB",-0.43435618499373,"C",2.1984,1981,NA
13986,"T","U",-0.209840627768268,"D",43.9527,1981,NA
13987,"T","U",-0.209840627768268,"C",27.483,1981,2006
13988,"T","U",-0.209840627768268,"C",36.321,1981,NA
13989,"T","IAB",-0.209840627768268,"C",2.4974,1981,NA
13990,"T","U",0.688221601133578,"D",1.2305,1981,NA
13991,"T","U",-0.322098406380999,"D",25.74,1981,NA
13992,"T","U",-0.43435618499373,"C",35.209,1981,NA
13993,"T","IAB",-0.43435618499373,"D",2.1945,1981,NA
13994,"T","IAB",-0.322098406380999,"C",0.3851,1981,NA
13995,"T","IAB",-0.322098406380999,"D",7.46,1981,NA
13996,"T","IAB",-0.43435618499373,"C",0.3707,1981,NA
13997,"T","U",-0.0601635896179607,"D",33.4752,1981,NA
13998,"T","U",-0.322098406380999,"D",39.7327,1981,NA
13999,"T","U",-0.43435618499373,"C",35.9353,1981,NA
14000,"T","IAB",-0.43435618499373,"C",1.7661,1981,NA
14001,"T","IAB",-0.43435618499373,"C",0.4857,1981,NA
14002,"T","IAB",-0.322098406380999,"D",14.3176,1981,NA
14003,"T","IAB",-0.322098406380999,"D",17.4182,1981,NA
14004,"T","IAB",-0.322098406380999,"C",0.3389,1981,NA
14005,"T","IAB",-0.209840627768268,"D",6.6676,1981,NA
14006,"P","U",-0.209840627768268,"D",68.0144,1996,NA
14007,"P","U",-0.43435618499373,"C",9.1153,1996,NA
14008,"P","U",-0.43435618499373,"D",10.5072,1996,NA
14009,"P","U",-0.43435618499373,"D",13.896,1996,NA
14010,"P","U",-0.43435618499373,"C",22.7522,1996,NA
14011,"P","U",-0.509194704068884,"C",36.559,1996,NA
14012,"P","U",-0.322098406380999,"C",25.8504,1996,NA
14013,"P","U",-0.43435618499373,"D",48.8736,1996,NA
14014,"P","U",-0.509194704068884,"C",29.2442,1996,NA
14015,"T","IAB",-0.43435618499373,"C",1.044,1996,NA
14016,"T","IAB",-0.43435618499373,"C",0.328,1996,NA
14017,"T","IAB",-0.43435618499373,"D",9.156,1996,NA
14018,"P","U",-0.509194704068884,"C",3.7805,1996,NA
14019,"P","U",-0.322098406380999,"C",44.6209,1996,NA
14020,"P","U",-0.322098406380999,"D",28.854,1996,NA
14021,"P","U",-0.43435618499373,"C",35.1497,1996,NA
14022,"P","U",-0.509194704068884,"C",37.3711,1996,NA
14023,"T","U",-0.209840627768268,"C",82.6692,1981,NA
14024,"T","U",-0.209840627768268,"C",35.6334,1981,2001
14025,"T","U",-0.0601635896179607,"C",56.0925,1981,NA
14026,"T","IAB",-0.569065519329007,"C",1.6355,2006,NA
14027,"T","U",0.314029005757808,"D",1.4342,2005,NA
14028,"T","U",-0.322098406380999,"D",1.1158,1987,NA
14029,"T","U",-0.322098406380999,"D",18.0549,1987,NA
14030,"T","U",-0.0601635896179607,"D",117.9994,1987,NA
14031,"T","U",1.06241419650935,"D",1.6316,1984,NA
14032,"T","U",-0.322098406380999,"C",21.3098,1987,NA
14033,"T","U",1.06241419650935,"D",84.8252,1985,NA
14034,"T","U",-0.209840627768268,"D",17.9402,1988,NA
14035,"T","U",-0.322098406380999,"C",37.742,1989,NA
14036,"T","U",-0.322098406380999,"C",8.4985,1986,NA
14037,"T","IAB",-0.322098406380999,"C",1.4894,1987,NA
14038,"T","IAB",-0.322098406380999,"D",0.9344,1987,NA
14039,"T","IAB",-0.509194704068884,"C",1.262,1984,NA
14040,"T","U",-0.509194704068884,"C",44.5962,1986,NA
14041,"T","IAB",-0.322098406380999,"C",2.7985,1987,NA
14042,"T","IAB",-0.322098406380999,"D",2.9538,1987,NA
14043,"T","IAB",-0.209840627768268,"C",5.0536,1986,NA
14044,"T","IAB",-0.43435618499373,"C",16.0899,1987,NA
14045,"T","IAB",-0.43435618499373,"D",9.6498,1987,NA
14046,"T","U",-0.569065519329007,"C",17.5014,1984,NA
14047,"T","IAB",-0.569065519329007,"C",25.4743,1984,NA
14048,"T","U",1.06241419650935,"D",89.1143,1985,NA
14049,"T","U",1.06241419650935,"D",1.7611,1985,NA
14050,"T","U",-0.322098406380999,"C",48.4737,1988,NA
14051,"T","IAB",-0.209840627768268,"D",6.1032,1988,NA
14052,"T","IAB",-0.209840627768268,"C",1.9978,1988,NA
14053,"T","IAB",-0.322098406380999,"C",10.2931,1988,NA
14054,"T","U",-0.322098406380999,"C",45.4178,1987,2006
14055,"T","U",1.06241419650935,"D",1.5946,1985,NA
14056,"T","U",-0.209840627768268,"D",50.5766,1987,NA
14057,"T","U",-0.209840627768268,"C",36.6448,1989,NA
14058,"T","U",1.06241419650935,"D",94.0046,1984,NA
14059,"T","IAB",-0.209840627768268,"C",7.8855,1989,NA
14060,"T","IAB",-0.43435618499373,"D",9.4473,1987,NA
14061,"T","IAB",-0.209840627768268,"D",2.0086,1987,NA
14062,"T","U",1.06241419650935,"D",109.7672,1984,NA
14063,"T","U",-0.209840627768268,"D",37.6696,1987,NA
14064,"T","U",1.06241419650935,"D",0.4025,1984,NA
14065,"T","U",-0.322098406380999,"C",22.8742,1987,NA
14066,"T","U",-0.322098406380999,"D",23.1987,1987,NA
14067,"T","U",-0.509194704068884,"C",23.9303,1986,2005
14068,"T","IAB",-0.322098406380999,"C",0.4994,1989,NA
14069,"T","U",-0.322098406380999,"C",36.002,1987,NA
14070,"T","IAB",-0.322098406380999,"C",21.5909,1987,NA
14071,"T","U",-0.43435618499373,"C",18.8706,1987,NA
14072,"T","U",-0.322098406380999,"C",73.397,1989,NA
14073,"T","U",0.688221601133578,"D",92.4338,1985,NA
14074,"T","U",0.688221601133578,"D",97.3277,1985,NA
14075,"T","IAB",-0.209840627768268,"C",17.2801,1987,NA
14076,"T","IAB",-0.509194704068884,"C",5.7018,1994,NA
14077,"T","IAB",-0.0601635896179607,"C",1.8368,1985,NA
14078,"T","U",-0.43435618499373,"C",44.3835,1985,NA
14079,"T","IAB",-0.43435618499373,"C",1.4671,1985,NA
14080,"T","IAB",-0.0601635896179607,"C",1.6986,1987,NA
14081,"T","IAB",-0.322098406380999,"D",10.4608,1987,NA
14082,"T","U",-0.0601635896179607,"D",47.2479,1987,NA
14083,"T","U",0.126932708069924,"D",30.2737,1985,NA
14084,"T","U",-0.322098406380999,"C",41.8849,1985,NA
14085,"T","IAB",-0.322098406380999,"C",0.6997,1987,NA
14086,"T","U",0.688221601133578,"D",132.2047,1985,NA
14087,"T","U",-0.209840627768268,"D",59.6666,1987,NA
14088,"T","U",0.126932708069924,"D",76.546,1985,NA
14089,"T","U",0.688221601133578,"D",0.9275,1985,NA
14090,"T","U",-0.209840627768268,"D",27.1707,1985,NA
14091,"T","IAB",-0.209840627768268,"C",3.697,1985,NA
14092,"T","U",-0.322098406380999,"D",10.5727,1988,NA
14093,"T","U",-0.43435618499373,"C",32.6748,1988,NA
14094,"T","IAB",-0.43435618499373,"C",2.1814,1988,NA
14095,"T","U",-0.209840627768268,"D",6.7313,1986,NA
14096,"T","IAB",-0.209840627768268,"C",1.7924,1986,NA
14097,"T","U",-0.209840627768268,"D",51.1747,1986,NA
14098,"T","IAB",-0.209840627768268,"C",1.6869,1986,NA
14099,"T","IAB",-0.43435618499373,"C",2.084,1986,NA
14100,"T","IAB",-0.209840627768268,"D",7.0535,1986,NA
14101,"T","IAB",-0.209840627768268,"C",9.9358,1985,NA
14102,"T","IAB",-0.43435618499373,"D",9.3633,1985,NA
14103,"T","IAB",-0.209840627768268,"D",0.6217,1985,NA
14104,"T","U",-0.209840627768268,"C",43.2685,1989,NA
14105,"T","IAB",-0.209840627768268,"D",16.2035,1987,NA
14106,"T","U",-0.43435618499373,"C",25.6619,1986,NA
14107,"T","IAB",-0.209840627768268,"C",1.7937,1987,NA
14108,"T","IAB",-0.43435618499373,"C",7.8011,1986,NA
14109,"T","IAB",-0.209840627768268,"D",16.6606,1987,NA
14110,"T","IAB",-0.43435618499373,"D",11.0241,1986,NA
14111,"T","IAB",-0.322098406380999,"D",4.5746,1986,NA
14112,"T","IAB",-0.0601635896179607,"C",1.5335,1986,NA
14113,"T","IAB",-0.0601635896179607,"D",22.8928,1986,NA
14114,"T","U",-0.322098406380999,"D",39.482,1986,NA
14115,"T","U",-0.43435618499373,"C",57.6376,1986,NA
14116,"T","U",-0.43435618499373,"C",15.5763,1986,NA
14117,"T","IAB",-0.43435618499373,"C",2.6974,1986,NA
14118,"T","IAB",-0.43435618499373,"C",7.0005,1986,NA
14119,"T","U",2.93337717338819,"M",88.4929,1984,NA
14120,"T","U",-0.0601635896179607,"D",59.6962,1990,NA
14121,"T","U",-0.322098406380999,"C",27.1265,1990,NA
14122,"T","U",-0.322098406380999,"C",14.0376,1990,NA
14123,"T","U",-0.0601635896179607,"D",24.6062,1990,NA
14124,"T","U",-0.322098406380999,"C",53.1791,1991,NA
14125,"T","IAB",-0.209840627768268,"D",7.0598,1990,NA
14126,"T","IAB",-0.322098406380999,"C",4.1095,1990,NA
14127,"T","IAB",-0.322098406380999,"C",3.0394,1990,NA
14128,"T","U",2.18499198263665,"M",99.4748,1984,NA
14129,"T","U",0.314029005757808,"D",0.9829,1984,NA
14130,"T","U",2.18499198263665,"M",108.4088,1984,NA
14131,"T","U",-0.209840627768268,"D",71.5203,1990,NA
14132,"T","U",2.93337717338819,"M",93.6122,1984,NA
14133,"T","U",1.43660679188512,"D",1.4214,1984,NA
14134,"T","U",2.93337717338819,"M",2.6064,1984,NA
14135,"T","U",-0.322098406380999,"D",11.7671,1987,NA
14136,"T","U",-0.0601635896179607,"D",28.849,1987,NA
14137,"T","U",1.43660679188512,"D",83.2456,1993,NA
14138,"T","U",1.43660679188512,"D",148.7593,1987,NA
14139,"T","U",-0.322098406380999,"C",83.2734,1987,2011
14140,"T","U",0.314029005757808,"D",1.3689,1984,NA
14141,"T","U",-0.322098406380999,"D",55.7552,1987,NA
14142,"T","U",0.314029005757808,"D",54.2359,1984,NA
14143,"T","IAB",-0.322098406380999,"D",1.6189,1987,NA
14144,"T","IAB",-0.43435618499373,"D",31.1104,1987,NA
14145,"T","IAB",-0.209840627768268,"D",0.6578,1988,NA
14146,"T","IAB",-0.322098406380999,"C",2.698,1987,NA
14147,"T","U",-0.43435618499373,"C",18.9714,1987,2004
14148,"T","U",-0.322098406380999,"D",9,1988,2002
14149,"T","IAB",-0.209840627768268,"C",0.4,1988,NA
14150,"T","IAB",-0.322098406380999,"C",10.647,1988,NA
14151,"T","IAB",-0.322098406380999,"D",7.2736,1988,NA
14152,"T","IAB",-0.43435618499373,"C",30.2215,1987,NA
14153,"T","U",-0.322098406380999,"C",36.5647,1990,NA
14154,"T","U",-0.322098406380999,"C",29.24,1990,NA
14155,"T","IAB",-0.322098406380999,"C",1.9983,1990,NA
14156,"T","U",0.314029005757808,"D",67.459,1991,NA
14157,"T","U",-0.322098406380999,"C",99.8078,1991,NA
14158,"T","U",0.314029005757808,"D",0.3775,1991,NA
14159,"P","U",-0.322098406380999,"C",58.1064,1998,NA
14160,"P","U",-0.0601635896179607,"D",3.6237,1998,NA
14161,"T","IAB",-0.322098406380999,"C",1.0992,1992,NA
14162,"T","IAB",-0.322098406380999,"C",2.198,1992,NA
14163,"T","IAB",-0.322098406380999,"C",2.4989,1991,NA
14164,"T","IAB",-0.322098406380999,"C",2.1988,1991,NA
14165,"T","U",-0.322098406380999,"C",17.2895,1988,NA
14166,"T","U",-0.209840627768268,"D",20.5889,1987,NA
14167,"T","U",0.314029005757808,"D",99.4935,1988,NA
14168,"T","U",-0.209840627768268,"D",26.192,1987,NA
14169,"T","U",-0.0601635896179607,"D",50.356,1987,NA
14170,"T","IAB",-0.209840627768268,"D",6.9483,1987,NA
14171,"T","IAB",-0.209840627768268,"D",4.0473,1987,NA
14172,"T","U",-0.509194704068884,"C",31.663,1989,NA
14173,"T","IAB",-0.322098406380999,"C",20.459,1988,NA
14174,"T","U",1.06241419650935,"D",86.9136,1987,NA
14175,"T","IAB",-0.43435618499373,"C",6.0227,1987,NA
14176,"T","IAB",-0.0601635896179607,"C",6.223,1992,NA
14177,"T","IAB",-0.43435618499373,"C",7.8858,1998,NA
14178,"T","U",-0.322098406380999,"C",52.773,1987,NA
14179,"T","U",-0.322098406380999,"C",14.222,1987,NA
14180,"T","U",-0.322098406380999,"C",25.0757,1987,NA
14181,"T","IAB",-0.322098406380999,"C",7.3292,2002,NA
14182,"T","IAB",-0.322098406380999,"C",17.6958,1987,NA
14183,"T","U",-0.0601635896179607,"D",59.9761,1987,NA
14184,"P","U",-0.0601635896179607,"D",78.663,1993,2008
14185,"T","U",0.126932708069924,"D",113.5145,1987,NA
14186,"T","IAB",-0.322098406380999,"C",16.5158,1987,NA
14187,"P","U",-0.322098406380999,"C",2.2637,1992,2003
14188,"T","U",0.126932708069924,"D",247.6736,1987,NA
14189,"T","IAB",-0.322098406380999,"C",5.2331,1992,NA
14190,"P","U",-0.322098406380999,"C",14.6781,1992,2003
14191,"P","U",-0.209840627768268,"D",38.7845,1992,NA
14192,"T","IAB",-0.322098406380999,"C",14.368,1992,NA
14193,"P","U",-0.322098406380999,"C",70.6127,1995,NA
14194,"P","U",-0.43435618499373,"C",31.4298,1993,NA
14195,"T","IAB",-0.43435618499373,"C",6.4847,1993,NA
14196,"P","U",-0.43435618499373,"C",8.764,1992,NA
14197,"P","U",-0.43435618499373,"C",12.587,1993,NA
14198,"P","U",-0.209840627768268,"D",49.5691,1993,NA
14199,"P","U",-0.43435618499373,"C",9.7983,1993,NA
14200,"T","IAB",-0.43435618499373,"C",7.7962,1993,NA
14201,"T","IAB",-0.322098406380999,"C",7.3138,1995,NA
14202,"T","U",0.688221601133578,"D",128.5179,1987,NA
14203,"P","U",-0.209840627768268,"D",63.7541,1996,NA
14204,"P","U",-0.43435618499373,"C",5.6433,1996,NA
14205,"P","U",-0.322098406380999,"D",45.5667,1996,NA
14206,"T","IAB",-0.43435618499373,"C",9.1112,1996,NA
14207,"T","IAB",-0.322098406380999,"C",10.554,1995,NA
14208,"P","U",-0.0601635896179607,"D",34.2284,1996,NA
14209,"T","U",0.688221601133578,"D",88.8512,1987,NA
14210,"P","U",-0.322098406380999,"D",72.9911,1994,NA
14211,"P","U",-0.0601635896179607,"D",55.9902,1994,NA
14212,"P","U",-0.0601635896179607,"D",17.7151,1993,NA
14213,"T","IAB",-0.43435618499373,"C",10.1932,1993,NA
14214,"P","U",-0.322098406380999,"C",44.7756,1996,NA
14215,"P","U",-0.43435618499373,"C",1.7993,1999,NA
14216,"T","IAB",-0.322098406380999,"C",4.7573,1994,NA
14217,"T","U",-0.209840627768268,"D",31.033,1979,NA
14218,"T","U",1.06241419650935,"D",64.8929,1979,NA
14219,"T","U",1.06241419650935,"D",10.8409,1979,NA
14220,"T","U",-0.43435618499373,"C",12.9445,1979,NA
14221,"T","U",1.06241419650935,"D",1.8264,1979,NA
14222,"T","IAB",-0.43435618499373,"C",1.2557,1979,NA
14223,"T","IAB",-0.43435618499373,"C",7.4941,1979,NA
14224,"T","U",-0.43435618499373,"C",59.7715,1979,NA
14225,"T","IAB",-0.43435618499373,"C",2.9977,1979,NA
14226,"T","U",1.43660679188512,"D",127.1199,1979,NA
14227,"T","U",-0.0601635896179607,"D",15.4336,1979,NA
14228,"T","IAB",-0.209840627768268,"D",6.7001,1979,NA
14229,"T","IAB",-0.209840627768268,"D",6.0989,1979,NA
14230,"T","U",1.43660679188512,"D",35.5552,1979,NA
14231,"T","U",1.06241419650935,"D",1.6275,1979,NA
14232,"T","IAB",-0.322098406380999,"C",1.3109,1979,NA
14233,"T","IAB",-0.209840627768268,"D",13.0048,1979,NA
14234,"T","IAB",-0.322098406380999,"D",1.5951,1979,NA
14235,"T","U",-0.209840627768268,"D",37.4644,1979,NA
14236,"T","U",-0.209840627768268,"D",51.6708,1993,NA
14237,"P","U",-0.509194704068884,"C",52.3754,2001,NA
14238,"T","IAB",-0.509194704068884,"C",1.7164,2001,NA
14239,"T","IAB",-0.509194704068884,"D",1.3545,2001,NA
14240,"T","IAB",-0.209840627768268,"D",16.5794,1993,NA
14241,"T","U",-0.209840627768268,"D",24.6825,1993,NA
14242,"T","IAB",-0.209840627768268,"D",0.5437,1993,NA
14243,"T","IAB",-0.209840627768268,"C",1.2969,1979,NA
14244,"T","U",-0.43435618499373,"C",45.0219,1979,NA
14245,"T","IAB",-0.209840627768268,"C",0.525,1979,NA
14246,"T","IAB",-0.209840627768268,"C",0.7998,1979,NA
14247,"T","U",-0.43435618499373,"C",30.3263,1979,NA
14248,"T","IAB",-0.209840627768268,"D",13.8098,1979,NA
14249,"T","IAB",-0.43435618499373,"C",0.7996,1979,NA
14250,"T","U",-0.209840627768268,"D",64.9225,1979,NA
14251,"T","U",1.43660679188512,"D",0.8117,1979,NA
14252,"T","U",-0.569065519329007,"C",9.8693,1979,NA
14253,"T","U",1.43660679188512,"D",100.8139,1979,NA
14254,"T","IAB",-0.509194704068884,"C",1.0996,1979,NA
14255,"T","IAB",-0.209840627768268,"C",7.5946,1979,NA
14256,"T","IAB",-0.209840627768268,"D",8.4008,1979,NA
14257,"T","IAB",-0.209840627768268,"D",6.2169,1979,NA
14258,"T","U",1.81079938726088,"M",69.5059,1979,NA
14259,"P","U",-0.43435618499373,"C",15.8797,1999,NA
14260,"T","U",0.314029005757808,"D",1.744,1979,NA
14261,"T","IAB",-0.43435618499373,"C",5.489,1979,NA
14262,"T","U",-0.43435618499373,"C",2.709,1979,NA
14263,"T","U",0.314029005757808,"D",20.6452,1979,NA
14264,"T","U",-0.43435618499373,"C",47.7829,1979,NA
14265,"T","U",-0.43435618499373,"C",17.0202,1979,NA
14266,"T","U",-0.322098406380999,"D",27.1169,1979,NA
14267,"T","U",-0.322098406380999,"D",69.4871,1979,2011
14268,"T","U",-0.209840627768268,"C",32.0921,1979,NA
14269,"T","IAB",-0.0601635896179607,"C",1.5989,1979,NA
14270,"T","IAB",-0.209840627768268,"D",3.6236,1979,NA
14271,"T","IAB",0.314029005757808,"D",6.1128,1979,NA
14272,"T","IAB",-0.43435618499373,"D",41.3135,1979,NA
14273,"T","IAB",-0.209840627768268,"D",0.8246,1979,NA
14274,"T","IAB",-0.43435618499373,"D",26.8164,1979,NA
14275,"T","U",-0.43435618499373,"C",11.3695,1979,NA
14276,"T","IAB",-0.209840627768268,"C",2.3416,1979,NA
14277,"T","IAB",-0.569065519329007,"C",1.2421,1979,NA
14278,"T","IAB",-0.322098406380999,"C",3.8455,1979,NA
14279,"T","U",-0.509194704068884,"C",0.8984,1979,NA
14280,"T","U",2.93337717338819,"M",159.2024,1984,NA
14281,"T","U",3.68176236413973,"M",122.9465,1978,2001
14282,"T","U",2.18499198263665,"M",65.0695,1979,NA
14283,"T","U",-0.569065519329007,"C",4.7173,1979,NA
14284,"T","U",-0.0601635896179607,"D",25.5608,1979,NA
14285,"T","IAB",-0.209840627768268,"D",17.6394,1979,NA
14286,"T","U",-0.43435618499373,"D",41.1003,1979,NA
14287,"T","IAB",-0.43435618499373,"D",1.1116,1979,NA
14288,"T","IAB",-0.209840627768268,"D",7.6409,1979,NA
14289,"T","IAB",-0.509194704068884,"C",1.2991,1979,NA
14290,"T","IAB",-0.43435618499373,"C",1.699,1979,NA
14291,"T","IAB",-0.43435618499373,"D",16.6653,1979,NA
14292,"T","IAB",-0.509194704068884,"C",2.7437,1979,NA
14293,"T","U",-0.322098406380999,"D",14.6727,1979,NA
14294,"T","IAB",-0.43435618499373,"C",0.7986,1979,NA
14295,"T","U",-0.569065519329007,"C",3.446,1979,NA
14296,"T","U",-0.322098406380999,"D",3.3394,1979,NA
14297,"T","U",-0.43435618499373,"C",62.5032,1979,NA
14298,"T","IAB",-0.509194704068884,"C",6.3944,1979,NA
14299,"T","U",-0.569065519329007,"C",1.4778,1979,NA
14300,"T","U",-0.569065519329007,"D",17.2277,1979,NA
14301,"T","IAB",-0.569065519329007,"C",9.5938,1979,NA
14302,"T","U",-0.43435618499373,"C",78.7245,1979,NA
14303,"T","U",-0.322098406380999,"D",12.6798,1979,2011
14304,"T","IAB",-0.209840627768268,"C",0.2364,1979,NA
14305,"T","U",-0.43435618499373,"C",24.4881,1979,NA
14306,"T","U",-0.43435618499373,"D",24.0682,1979,NA
14307,"T","U",-0.509194704068884,"C",11.5983,1979,NA
14308,"T","IAB",-0.43435618499373,"C",0.2642,1979,NA
14309,"T","U",-0.209840627768268,"D",28.0462,1979,NA
14310,"T","U",-0.569065519329007,"D",12.8203,1979,NA
14311,"T","IAB",-0.209840627768268,"C",2.3314,1979,NA
14312,"T","IAB",-0.509194704068884,"D",2.4324,1979,NA
14313,"T","IAB",-0.509194704068884,"D",6.0901,1979,NA
14314,"T","IAB",-0.509194704068884,"C",1.2933,1979,NA
14315,"T","IAB",-0.569065519329007,"D",4.6423,1979,NA
14316,"T","U",-0.569065519329007,"C",32.8927,1979,NA
14317,"T","IAB",-0.569065519329007,"C",1.35,1979,NA
14318,"T","U",-0.209840627768268,"D",20.5848,1979,NA
14319,"T","U",1.81079938726088,"M",158.8471,1979,NA
14320,"T","U",1.81079938726088,"M",40.7063,1979,NA
14321,"T","U",-0.209840627768268,"D",32.7544,1979,NA
14322,"T","U",-0.209840627768268,"D",23.5049,1979,NA
14323,"T","U",-0.322098406380999,"D",2.3092,1982,NA
14324,"T","IAB",-0.209840627768268,"D",0.1994,1979,NA
14325,"T","IAB",-0.43435618499373,"C",1.9487,1979,NA
14326,"T","IAB",-0.209840627768268,"D",0.5014,1979,NA
14327,"T","U",-0.569065519329007,"C",0.4943,1979,NA
14328,"T","U",-0.569065519329007,"C",6.2403,1979,NA
14329,"T","IAB",-0.322098406380999,"D",5.754,1979,NA
